""	"C1"	"C2"	"C3"	"KO1"	"KO2"	"KO3"
"ENSMUSG00000002486.15"	825	422	1110	1345	991	1009
"ENSMUSG00000002489.16"	16357	6618	16930	21145	16138	21099
"ENSMUSG00000002496.10"	14349	6326	17142	20398	14126	17406
"ENSMUSG00000002500.15"	22	24	46	48	21	38
"ENSMUSG00000002504.15"	5026	3258	5798	7246	5401	5384
"ENSMUSG00000002524.17"	18327	8441	21427	25559	18753	19415
"ENSMUSG00000002546.16"	12711	5675	14681	17790	12886	14465
"ENSMUSG00000002550.16"	4694	2467	5874	7094	5362	5081
"ENSMUSG00000002565.16"	17	20	12	20	23	23
"ENSMUSG00000002578.17"	1446	738	1739	2132	1393	1858
"ENSMUSG00000002580.7"	5629	2769	6792	8206	6505	5178
"ENSMUSG00000002588.13"	5	12	23	9	0	2
"ENSMUSG00000002602.16"	6729	3219	8030	9775	7614	7467
"ENSMUSG00000002603.15"	872	522	930	1247	868	868
"ENSMUSG00000002608.8"	6853	3088	8440	9537	6989	7442
"ENSMUSG00000002617.14"	1387	619	1879	2491	1484	1825
"ENSMUSG00000002625.10"	6490	3515	9369	10951	7885	11345
"ENSMUSG00000002633.4"	530	241	496	761	605	649
"ENSMUSG00000002635.11"	1460	743	1677	2159	1717	1486
"ENSMUSG00000002658.9"	7532	3053	7727	9328	6970	7480
"ENSMUSG00000002660.8"	4292	2097	5379	5874	4580	4017
"ENSMUSG00000002661.14"	1276	781	1644	2105	1648	1459
"ENSMUSG00000002664.2"	14	9	8	25	8	13
"ENSMUSG00000002668.8"	138	69	143	160	102	136
"ENSMUSG00000002679.14"	1087	692	1509	2086	1463	1319
"ENSMUSG00000002688.8"	1197	590	1398	1832	1295	1086
"ENSMUSG00000002699.13"	416	197	464	570	347	319
"ENSMUSG00000002718.14"	9162	3845	10541	13513	8815	9631
"ENSMUSG00000002728.14"	5207	2499	6049	7817	6192	5433
"ENSMUSG00000002731.6"	1611	799	1956	2475	1695	1430
"ENSMUSG00000002732.14"	271	105	321	435	275	210
"ENSMUSG00000002733.8"	4317	2097	5034	6491	4656	4539
"ENSMUSG00000002741.9"	14390	6262	16412	20197	14735	14932
"ENSMUSG00000002748.7"	13460	5843	15511	19327	11959	15395
"ENSMUSG00000002763.16"	7903	3940	9918	11460	8517	8788
"ENSMUSG00000002767.13"	3777	1683	4446	5528	4274	3911
"ENSMUSG00000002768.8"	6824	3206	8139	10165	7362	6891
"ENSMUSG00000002769.9"	32	12	21	31	35	29
"ENSMUSG00000002771.12"	3203	2023	3577	4222	3182	4200
"ENSMUSG00000002778.14"	8395	3675	9374	12126	8279	8430
"ENSMUSG00000002781.19"	2583	1131	3035	3853	2767	2708
"ENSMUSG00000002791.17"	15	1	28	21	13	24
"ENSMUSG00000002797.9"	1626	818	1931	2283	1620	1627
"ENSMUSG00000002799.6"	4155	2282	5374	6234	4470	5614
"ENSMUSG00000002803.14"	7324	3114	8362	10281	6901	7451
"ENSMUSG00000002804.4"	749	697	1040	1204	991	797
"ENSMUSG00000002808.7"	14841	6670	19475	23472	15720	14748
"ENSMUSG00000002812.4"	5910	2848	7264	8173	5636	6449
"ENSMUSG00000002814.15"	572	288	622	686	654	626
"ENSMUSG00000002820.6"	3443	1743	4029	4766	3705	3451
"ENSMUSG00000002825.8"	709	448	1003	1116	839	845
"ENSMUSG00000002831.13"	311	65	594	978	320	427
"ENSMUSG00000002833.11"	9454	3965	10647	12512	9248	10542
"ENSMUSG00000002835.9"	889	343	1021	1327	856	956
"ENSMUSG00000002844.9"	13478	6186	15850	19421	13614	13827
"ENSMUSG00000002845.14"	606	324	800	946	682	731
"ENSMUSG00000002846.9"	2358	969	2749	3341	2711	2339
"ENSMUSG00000002847.7"	179	89	200	177	169	171
"ENSMUSG00000002870.8"	721	292	870	1199	751	836
"ENSMUSG00000002871.14"	2430	1298	2929	3858	2515	2816
"ENSMUSG00000002881.14"	3413	1497	4201	4958	3636	3640
"ENSMUSG00000002885.14"	1076	630	1334	1573	1078	1172
"ENSMUSG00000002897.5"	2349	1143	3056	3332	2182	2284
"ENSMUSG00000002900.16"	2497	1340	2704	3273	2166	3549
"ENSMUSG00000002908.17"	1382	599	1614	1918	1490	1363
"ENSMUSG00000002910.11"	563	223	1140	1074	701	634
"ENSMUSG00000002930.6"	33	34	307	122	79	44
"ENSMUSG00000002944.15"	306	99	206	273	217	215
"ENSMUSG00000002948.19"	9149	4114	10775	12341	9088	10143
"ENSMUSG00000002949.15"	4520	2046	5068	6518	4580	4946
"ENSMUSG00000002957.11"	41257	17036	44154	51698	38357	43094
"ENSMUSG00000002963.17"	2321	1198	2851	3310	2675	2609
"ENSMUSG00000002968.9"	10763	4981	12446	15382	11510	12027
"ENSMUSG00000002980.14"	1792	1227	2298	2905	2044	2164
"ENSMUSG00000002981.10"	27908	12531	30470	37465	26762	29079
"ENSMUSG00000002983.17"	524	323	689	881	527	679
"ENSMUSG00000002984.17"	9854	4641	11723	13219	10747	10171
"ENSMUSG00000002985.16"	200940	93757	235820	293148	217959	190657
"ENSMUSG00000002992.17"	0	7	1	0	0	2
"ENSMUSG00000002996.17"	2815	1693	3343	4303	3088	2905
"ENSMUSG00000002997.15"	12896	6655	14464	20802	14546	15912
"ENSMUSG00000003031.14"	7466	3427	8277	11429	8112	7840
"ENSMUSG00000003032.8"	635	431	1097	1158	903	649
"ENSMUSG00000003033.15"	7497	3560	8497	10517	8234	8487
"ENSMUSG00000003037.16"	5540	2648	6244	7508	5625	5599
"ENSMUSG00000003038.15"	11330	5546	13875	17133	13588	10411
"ENSMUSG00000003039.9"	7873	4299	11102	13149	9425	9372
"ENSMUSG00000003051.13"	39	15	42	81	44	30
"ENSMUSG00000003053.17"	0	1	3	0	0	0
"ENSMUSG00000003062.13"	4388	2315	5369	6964	4781	4395
"ENSMUSG00000003068.16"	8722	4387	10414	12507	9595	9853
"ENSMUSG00000003070.6"	1151	548	1208	1602	1162	1278
"ENSMUSG00000003072.15"	27190	13815	30202	37045	28897	28392
"ENSMUSG00000003099.11"	16349	7620	17666	22866	16130	18064
"ENSMUSG00000003119.14"	2881	1234	2952	3964	2591	3479
"ENSMUSG00000003123.15"	916	486	1534	1531	1103	1060
"ENSMUSG00000003131.7"	30723	13714	33681	42322	30298	32447
"ENSMUSG00000003134.10"	3090	1486	3639	5019	3245	3505
"ENSMUSG00000003135.15"	4608	1959	5429	6201	4413	5101
"ENSMUSG00000003153.10"	24435	11870	25710	33135	23411	28478
"ENSMUSG00000003154.15"	4728	2065	5591	6281	4659	5446
"ENSMUSG00000003161.15"	6270	3043	7579	9289	6334	6454
"ENSMUSG00000003166.20"	19425	8569	22489	26950	18994	21376
"ENSMUSG00000003184.15"	1484	810	1864	2308	1559	1734
"ENSMUSG00000003190.12"	146	78	211	257	170	174
"ENSMUSG00000003198.10"	455	235	628	821	624	575
"ENSMUSG00000003199.16"	8002	4197	8919	11750	7895	9116
"ENSMUSG00000003200.10"	4819	2544	5420	6566	5140	5302
"ENSMUSG00000003206.7"	128	59	110	253	105	128
"ENSMUSG00000003208.9"	945	485	1044	1387	1013	1111
"ENSMUSG00000003226.7"	16601	7296	18037	23032	14335	19821
"ENSMUSG00000003227.4"	82	33	80	106	88	63
"ENSMUSG00000003228.9"	2739	1409	3535	3960	2877	3563
"ENSMUSG00000003233.12"	7238	3293	8540	9641	7545	9149
"ENSMUSG00000003234.16"	7928	3457	9585	11528	7843	8423
"ENSMUSG00000003235.13"	7624	3483	8835	11026	7989	8173
"ENSMUSG00000003269.17"	12871	5427	14231	17509	13626	13402
"ENSMUSG00000003271.17"	1268	652	1540	1735	1043	1262
"ENSMUSG00000003273.14"	14328	6910	17642	22682	16157	16029
"ENSMUSG00000003279.17"	76610	29578	83493	100183	72550	87819
"ENSMUSG00000003282.9"	170	60	190	326	293	240
"ENSMUSG00000003283.14"	333	161	343	338	284	279
"ENSMUSG00000003299.10"	4932	2559	5916	7121	5337	5226
"ENSMUSG00000003308.15"	11308	4955	12815	15820	11576	11935
"ENSMUSG00000003309.14"	95	28	100	198	132	167
"ENSMUSG00000003316.14"	33557	14401	37925	43798	30164	39503
"ENSMUSG00000003341.9"	19	13	23	26	17	21
"ENSMUSG00000003344.14"	12468	5715	14182	17146	13396	13227
"ENSMUSG00000003345.16"	21798	10806	25518	31823	23100	24474
"ENSMUSG00000003346.14"	21809	11114	26505	31442	24466	22600
"ENSMUSG00000003348.10"	1191	558	1809	1645	1316	1281
"ENSMUSG00000003352.14"	34488	16237	41128	50113	39190	39411
"ENSMUSG00000003354.6"	992	416	1109	1338	723	1008
"ENSMUSG00000003355.7"	82	52	90	144	108	110
"ENSMUSG00000003360.15"	8680	3732	9817	11615	8644	9406
"ENSMUSG00000003363.15"	107350	48674	120592	143852	105166	118019
"ENSMUSG00000003378.9"	36597	16122	42180	49193	37927	42156
"ENSMUSG00000003379.7"	52	38	58	144	35	57
"ENSMUSG00000003380.11"	16496	7806	20065	23582	17209	16259
"ENSMUSG00000003382.18"	3347	1586	4085	4821	3390	3873
"ENSMUSG00000003402.14"	10183	5094	10789	13424	10303	10320
"ENSMUSG00000003410.8"	30815	14633	36624	41387	31124	35357
"ENSMUSG00000003411.10"	9496	4359	10167	12423	9810	8294
"ENSMUSG00000003418.11"	182	136	232	361	260	371
"ENSMUSG00000003420.8"	2976	1388	3732	4940	3039	2769
"ENSMUSG00000003421.13"	6091	2627	6824	8504	6048	5880
"ENSMUSG00000003423.15"	2811	1225	3411	3950	3004	2871
"ENSMUSG00000003429.11"	13006	7033	17360	22392	15984	13955
"ENSMUSG00000003435.9"	19472	8247	20909	25656	18111	22254
"ENSMUSG00000003436.11"	277	137	308	395	318	296
"ENSMUSG00000003437.14"	6361	2790	7002	8613	6014	6564
"ENSMUSG00000003438.17"	3680	1853	4270	5247	4080	3664
"ENSMUSG00000003444.8"	1865	863	2238	2708	2056	1924
"ENSMUSG00000003452.15"	6555	2893	6262	8696	5659	7511
"ENSMUSG00000003458.12"	9262	4305	10988	12940	9404	10349
"ENSMUSG00000003464.13"	12660	5871	14600	17493	12630	12898
"ENSMUSG00000003469.9"	78994	31476	87733	105247	72032	80384
"ENSMUSG00000003476.16"	208	120	218	276	222	245
"ENSMUSG00000003477.5"	58	44	118	66	76	66
"ENSMUSG00000003484.4"	17	6	13	18	18	11
"ENSMUSG00000003500.13"	8994	4225	10234	11389	8987	9111
"ENSMUSG00000003505.15"	0	0	0	0	0	0
"ENSMUSG00000003518.13"	28383	13776	34813	40878	29453	32896
"ENSMUSG00000003526.12"	1729	777	2275	2872	1842	1786
"ENSMUSG00000003527.9"	3442	1414	3851	4623	3480	3751
"ENSMUSG00000003528.15"	4406	2273	5079	5950	4370	4581
"ENSMUSG00000003531.15"	2898	1566	3681	4385	3231	2990
"ENSMUSG00000003534.17"	11837	5832	15121	18104	10589	12491
"ENSMUSG00000003541.6"	794	381	989	1108	639	635
"ENSMUSG00000003545.3"	959	915	1312	1482	1076	1336
"ENSMUSG00000003546.10"	2171	1146	2836	3367	2220	2255
"ENSMUSG00000003549.9"	1319	731	1476	1990	1551	1463
"ENSMUSG00000003555.8"	6	0	2	0	6	2
"ENSMUSG00000003559.8"	1005	635	1413	2144	1206	1077
"ENSMUSG00000003573.15"	1389	662	1894	1670	1235	1153
"ENSMUSG00000003575.13"	22188	11231	28847	34318	25006	28253
"ENSMUSG00000003581.14"	2297	1261	2553	3383	2577	2488
"ENSMUSG00000003585.13"	5666	2337	6012	7420	5255	5282
"ENSMUSG00000003604.14"	1191	578	1393	1720	1411	1281
"ENSMUSG00000003617.16"	2044	925	2563	3089	1912	2166
"ENSMUSG00000003623.4"	4152	2007	5155	6082	4570	4449
"ENSMUSG00000003644.17"	1626	953	2239	2503	1714	1659
"ENSMUSG00000003657.9"	3162	1977	4490	4462	7282	4633
"ENSMUSG00000003660.10"	16277	6257	18489	21982	14128	18817
"ENSMUSG00000003662.10"	6932	3210	7999	10238	7184	7610
"ENSMUSG00000003665.7"	182	66	143	188	130	180
"ENSMUSG00000003680.16"	1374	556	1672	2062	1357	1694
"ENSMUSG00000003721.14"	5554	2660	6378	8021	6226	5861
"ENSMUSG00000003731.13"	14566	6504	16616	19883	13557	16057
"ENSMUSG00000003746.16"	6467	3432	7606	8967	6654	8223
"ENSMUSG00000003752.9"	921	321	1142	1123	848	1019
"ENSMUSG00000003762.13"	2593	1292	2967	3606	3142	3302
"ENSMUSG00000003778.14"	6505	2470	7220	9140	6115	7744
"ENSMUSG00000003779.16"	207	96	285	367	203	315
"ENSMUSG00000003808.18"	3473	1717	3963	4998	3740	3826
"ENSMUSG00000003809.14"	2715	1181	3430	4201	2961	3141
"ENSMUSG00000003810.12"	13989	6681	16956	19702	12757	16808
"ENSMUSG00000003812.13"	1409	701	1950	2238	1576	1628
"ENSMUSG00000003813.15"	7567	3355	8972	10297	7596	7637
"ENSMUSG00000003814.8"	50562	29807	52189	70098	48861	51651
"ENSMUSG00000003824.12"	200	99	255	394	178	234
"ENSMUSG00000003847.16"	8769	3831	10416	12048	7632	12016
"ENSMUSG00000003848.14"	3041	1364	3478	4281	3147	3143
"ENSMUSG00000003849.8"	517	232	647	927	466	395
"ENSMUSG00000003863.18"	30560	12214	34055	40290	29853	32633
"ENSMUSG00000003865.16"	1989	1121	2888	3057	2243	2350
"ENSMUSG00000003868.14"	3211	1649	3717	4621	3354	3255
"ENSMUSG00000003872.9"	4430	2632	5913	6670	5159	4712
"ENSMUSG00000003873.11"	3940	2047	4641	5535	4349	4034
"ENSMUSG00000003882.5"	88	35	91	64	63	124
"ENSMUSG00000003923.14"	4213	1908	4810	6595	4377	4591
"ENSMUSG00000003929.11"	3303	1157	3204	4340	3264	3436
"ENSMUSG00000003934.5"	14063	7650	16455	20113	12313	14198
"ENSMUSG00000003948.17"	35244	16086	37275	47676	31606	33782
"ENSMUSG00000003949.16"	31552	12026	36262	43126	29569	31642
"ENSMUSG00000003955.8"	1956	1072	2615	3057	2247	2015
"ENSMUSG00000003970.9"	29155	15036	35440	43624	32062	28713
"ENSMUSG00000003974.6"	6982	3047	8456	8016	6068	6840
"ENSMUSG00000003992.15"	10939	4529	11965	16218	11090	12139
"ENSMUSG00000004018.9"	745	386	1021	1034	759	836
"ENSMUSG00000004031.13"	18847	8407	20090	25500	18032	21414
"ENSMUSG00000004032.10"	15047	6742	17237	21992	15708	13277
"ENSMUSG00000004035.12"	1207	713	1818	2041	1290	1149
"ENSMUSG00000004038.9"	3	7	5	4	4	0
"ENSMUSG00000004040.16"	6284	3195	7988	9588	6840	7533
"ENSMUSG00000004043.14"	239	122	344	366	276	274
"ENSMUSG00000004044.9"	3664	1891	4285	5654	3824	3388
"ENSMUSG00000004054.9"	3261	1515	3596	4210	3068	3375
"ENSMUSG00000004056.15"	15923	8154	18814	21986	17300	16943
"ENSMUSG00000004069.17"	9126	4096	10600	13529	9776	9933
"ENSMUSG00000004070.15"	8938	4202	10509	12633	8927	8948
"ENSMUSG00000004071.13"	31313	15053	37215	45851	31934	32850
"ENSMUSG00000004085.14"	716	393	890	1044	923	842
"ENSMUSG00000004096.9"	7420	3120	8051	10308	7541	7159
"ENSMUSG00000004098.7"	155	119	279	303	226	342
"ENSMUSG00000004099.16"	7677	3316	8820	10866	7740	9393
"ENSMUSG00000004100.12"	1407	746	1766	2234	1478	1774
"ENSMUSG00000004105.8"	839	347	1130	1274	749	808
"ENSMUSG00000004110.16"	25675	10335	28099	33056	19685	33528
"ENSMUSG00000004113.18"	16017	6949	18752	22312	14823	20765
"ENSMUSG00000004127.12"	830	394	943	1403	890	910
"ENSMUSG00000004151.17"	14251	5974	15779	20624	14620	17436
"ENSMUSG00000004187.11"	67852	31765	81765	101694	70280	77873
"ENSMUSG00000004207.14"	248985	112779	284118	358336	251366	263625
"ENSMUSG00000004221.16"	5977	2419	6985	8661	6122	6382
"ENSMUSG00000004231.15"	29	16	74	55	40	57
"ENSMUSG00000004233.14"	874	405	1278	1135	847	976
"ENSMUSG00000004263.15"	18533	10679	20791	27000	17133	23794
"ENSMUSG00000004264.17"	8817	4077	9901	11809	9290	8983
"ENSMUSG00000004266.15"	581	268	664	838	632	654
"ENSMUSG00000004267.16"	126992	53250	140313	177822	126629	131765
"ENSMUSG00000004268.11"	2853	1478	3556	4596	3222	3050
"ENSMUSG00000004270.13"	2081	912	2051	2974	2158	2228
"ENSMUSG00000004285.12"	9072	4327	10890	13181	9986	8632
"ENSMUSG00000004296.14"	0	0	17	0	8	5
"ENSMUSG00000004317.14"	1788	860	2047	2583	1567	2269
"ENSMUSG00000004319.15"	28538	12258	32095	40710	27699	31921
"ENSMUSG00000004328.15"	633	219	965	813	546	973
"ENSMUSG00000004341.8"	130	31	100	271	128	90
"ENSMUSG00000004344.12"	0	0	0	0	0	1
"ENSMUSG00000004347.16"	865	596	1410	1282	1187	903
"ENSMUSG00000004356.8"	2223	1006	2668	3114	1982	2746
"ENSMUSG00000004359.16"	15	15	13	17	11	4
"ENSMUSG00000004360.9"	8426	3995	9405	12254	8415	10186
"ENSMUSG00000004364.14"	19299	8377	20488	27527	19059	21673
"ENSMUSG00000004366.4"	28130	13938	28577	39671	26761	26955
"ENSMUSG00000004371.15"	57	36	43	52	25	43
"ENSMUSG00000004383.18"	25990	11411	29518	36323	23943	28701
"ENSMUSG00000004393.10"	4298	2055	5109	6111	4412	4717
"ENSMUSG00000004394.12"	7910	4006	9063	11984	8506	8116
"ENSMUSG00000004415.15"	768	375	735	782	639	837
"ENSMUSG00000004446.12"	1345	484	1595	1689	1608	1172
"ENSMUSG00000004451.14"	2323	1273	2822	3483	2624	2381
"ENSMUSG00000004455.16"	19815	10136	24619	29586	22879	21361
"ENSMUSG00000004460.17"	7775	4228	8315	10700	7582	7724
"ENSMUSG00000004462.7"	1907	890	2258	2958	2005	1987
"ENSMUSG00000004473.10"	841	372	998	1019	733	780
"ENSMUSG00000004500.9"	1474	626	1654	2068	1500	1622
"ENSMUSG00000004508.6"	2965	1332	3456	4137	2747	3202
"ENSMUSG00000004530.12"	11453	5441	12985	16071	11310	12824
"ENSMUSG00000004535.12"	19431	8360	22111	26538	19100	19752
"ENSMUSG00000004540.7"	0	0	3	0	10	0
"ENSMUSG00000004542.15"	1	1	6	1	0	6
"ENSMUSG00000004552.16"	43	12	26	29	61	38
"ENSMUSG00000004558.15"	82211	36224	93803	115401	86245	69241
"ENSMUSG00000004561.14"	1211	630	1642	1878	1460	1668
"ENSMUSG00000004562.16"	2371	1293	2993	3621	2652	2930
"ENSMUSG00000004565.15"	5224	2644	6251	10097	6656	8666
"ENSMUSG00000004567.16"	7521	3409	8957	11014	7346	8392
"ENSMUSG00000004568.12"	6903	3335	8144	9526	6683	7826
"ENSMUSG00000004591.16"	3816	1614	4143	5357	3718	3801
"ENSMUSG00000004609.11"	736	475	973	1339	969	953
"ENSMUSG00000004610.4"	3271	1494	4035	4639	3382	2768
"ENSMUSG00000004612.9"	1	3	10	3	1	0
"ENSMUSG00000004626.14"	1765	851	2600	2575	2034	2246
"ENSMUSG00000004630.18"	66	33	566	260	81	77
"ENSMUSG00000004631.15"	3070	1579	3355	4033	2830	3021
"ENSMUSG00000004633.17"	6186	3526	9058	8525	6834	6803
"ENSMUSG00000004637.15"	6381	1242	3414	4036	2686	5883
"ENSMUSG00000004642.13"	2956	1348	3418	4289	3161	3060
"ENSMUSG00000004651.6"	21	2	20	54	10	17
"ENSMUSG00000004654.6"	8	1	19	3	7	3
"ENSMUSG00000004655.5"	466	236	518	559	533	535
"ENSMUSG00000004661.15"	440	223	514	731	424	566
"ENSMUSG00000004665.10"	974	611	1053	1315	897	918
"ENSMUSG00000004667.18"	6573	3131	8115	9715	7013	6402
"ENSMUSG00000004668.14"	20	25	31	34	34	25
"ENSMUSG00000004677.17"	3270	1769	4352	5035	3475	4319
"ENSMUSG00000004698.10"	7102	2773	8030	8925	7264	9099
"ENSMUSG00000004707.14"	24	7	26	23	21	37
"ENSMUSG00000004709.14"	13	6	4	4	6	2
"ENSMUSG00000004730.15"	815	421	1055	1188	983	764
"ENSMUSG00000004748.5"	8761	4252	9297	13508	10390	10304
"ENSMUSG00000004768.14"	3312	1644	3819	5044	3682	3938
"ENSMUSG00000004771.12"	15440	7095	16229	22249	15876	16519
"ENSMUSG00000004788.11"	3881	2125	4341	5466	4075	3965
"ENSMUSG00000004789.10"	17601	8326	19291	23873	17800	18601
"ENSMUSG00000004791.7"	311	136	378	460	285	340
"ENSMUSG00000004798.14"	17871	8049	20776	25747	18302	21035
"ENSMUSG00000004814.10"	12	5	40	17	25	12
"ENSMUSG00000004815.12"	3525	1820	4333	5666	3657	4915
"ENSMUSG00000004821.1"	0	0	5	0	0	0
"ENSMUSG00000004837.2"	424	255	594	523	556	475
"ENSMUSG00000004842.18"	4	3	24	9	1	2
"ENSMUSG00000004843.7"	8316	3728	9159	11705	8507	8235
"ENSMUSG00000004846.10"	3832	1954	4225	4786	3778	4171
"ENSMUSG00000004849.14"	28394	12613	31107	39080	28690	26951
"ENSMUSG00000004864.13"	85	29	113	130	122	101
"ENSMUSG00000004865.16"	7891	3905	8675	10797	7642	9527
"ENSMUSG00000004872.15"	9	2	31	14	5	10
"ENSMUSG00000004880.11"	1597	603	1724	1945	1471	1457
"ENSMUSG00000004885.5"	422	175	624	785	471	395
"ENSMUSG00000004891.16"	1037	869	1268	1532	1082	1300
"ENSMUSG00000004892.13"	36252	17845	43573	50503	38484	41012
"ENSMUSG00000004894.10"	1370	819	2118	2479	1386	1477
"ENSMUSG00000004895.9"	7242	3451	7922	9699	6992	7471
"ENSMUSG00000004896.16"	1680	837	2400	2583	1985	2193
"ENSMUSG00000004897.16"	20385	9218	22112	27889	20443	20588
"ENSMUSG00000004902.7"	6185	3724	8589	11132	7359	7974
"ENSMUSG00000004929.12"	6631	3228	7610	8991	6513	7043
"ENSMUSG00000004931.11"	2210	1290	2554	3010	2088	2322
"ENSMUSG00000004933.17"	17106	8654	20813	29838	21433	23018
"ENSMUSG00000004934.14"	3218	1576	3780	4273	3162	3666
"ENSMUSG00000004936.8"	40340	18617	48048	58845	43728	42362
"ENSMUSG00000004937.6"	17236	7857	20070	23128	17662	17547
"ENSMUSG00000004939.7"	12	10	6	21	18	19
"ENSMUSG00000004945.15"	5309	2720	6600	8754	6492	5522
"ENSMUSG00000004947.15"	919	387	1112	1256	999	926
"ENSMUSG00000004948.12"	0	0	0	1	3	0
"ENSMUSG00000004951.10"	685	716	997	1507	752	748
"ENSMUSG00000004952.13"	445	208	630	702	723	615
"ENSMUSG00000004961.7"	23674	10596	27063	33475	23293	24815
"ENSMUSG00000004980.16"	45473	21639	48194	67127	48119	50812
"ENSMUSG00000004988.9"	8	0	10	10	7	7
"ENSMUSG00000004994.12"	1042	430	1162	1543	1176	1013
"ENSMUSG00000004996.9"	1118	487	1445	1632	1045	1345
"ENSMUSG00000005034.15"	90315	40747	90988	123335	82397	98098
"ENSMUSG00000005043.13"	1005	501	1314	1719	1124	1162
"ENSMUSG00000005045.16"	39193	17813	44063	50958	34558	47862
"ENSMUSG00000005054.7"	1546	834	2002	2373	1759	1594
"ENSMUSG00000005057.13"	695	352	813	911	745	897
"ENSMUSG00000005069.12"	8364	3939	8914	10815	8027	9053
"ENSMUSG00000005078.16"	5784	2882	6909	9327	6959	6435
"ENSMUSG00000005087.17"	575	332	610	770	344	436
"ENSMUSG00000005089.15"	405455	177631	455511	529589	401250	446605
"ENSMUSG00000005102.13"	2447	1029	2722	3223	2463	2687
"ENSMUSG00000005103.12"	20531	9737	22840	26647	19138	20679
"ENSMUSG00000005107.13"	103	46	131	161	124	100
"ENSMUSG00000005124.10"	444	174	565	536	646	382
"ENSMUSG00000005125.13"	10878	5331	14985	16975	10280	9666
"ENSMUSG00000005131.4"	49	15	41	57	27	38
"ENSMUSG00000005142.10"	7111	3163	8499	9741	6735	8332
"ENSMUSG00000005148.8"	2134	805	2031	2616	1841	2070
"ENSMUSG00000005150.16"	2398	1202	2742	3351	2475	2626
"ENSMUSG00000005161.15"	26372	13135	32295	39482	30749	27448
"ENSMUSG00000005198.15"	12186	4515	13552	15398	11538	14717
"ENSMUSG00000005202.2"	0	0	0	0	0	0
"ENSMUSG00000005204.12"	8360	3960	9156	11839	8577	9081
"ENSMUSG00000005220.10"	34	7	54	56	36	36
"ENSMUSG00000005225.15"	1842	838	2020	2548	1775	2055
"ENSMUSG00000005232.11"	0	0	0	0	0	0
"ENSMUSG00000005233.16"	99	55	140	172	80	96
"ENSMUSG00000005237.14"	317	159	466	536	276	445
"ENSMUSG00000005251.15"	62	25	70	144	85	98
"ENSMUSG00000005262.13"	8643	3818	10104	12923	8823	9021
"ENSMUSG00000005267.13"	1245	575	1600	1744	1366	1730
"ENSMUSG00000005268.20"	705	616	1356	1165	324	962
"ENSMUSG00000005299.6"	14044	6069	15452	19048	13880	14965
"ENSMUSG00000005312.15"	28315	12955	32382	39224	26690	30566
"ENSMUSG00000005320.9"	15	4	17	15	15	11
"ENSMUSG00000005338.13"	70368	30497	78050	95327	65142	77220
"ENSMUSG00000005339.10"	0	0	0	5	0	0
"ENSMUSG00000005354.16"	13595	6446	16314	19640	14669	13359
"ENSMUSG00000005355.9"	0	0	0	0	0	0
"ENSMUSG00000005357.9"	981	571	1734	1578	915	1193
"ENSMUSG00000005360.14"	90164	39174	102889	114653	92566	91335
"ENSMUSG00000005362.14"	7489	3554	8871	11581	7432	8380
"ENSMUSG00000005364.11"	13	11	21	37	22	14
"ENSMUSG00000005370.4"	2396	1051	2805	2980	2164	2545
"ENSMUSG00000005371.15"	17765	7998	19986	26357	17589	20440
"ENSMUSG00000005373.13"	216	134	320	777	488	599
"ENSMUSG00000005374.13"	4716	1974	4828	6163	4216	4907
"ENSMUSG00000005378.17"	2787	1322	3645	4259	3039	2977
"ENSMUSG00000005397.8"	2185	1119	2481	2881	2166	2758
"ENSMUSG00000005410.6"	1028	485	1177	1342	1094	1043
"ENSMUSG00000005413.8"	540	276	650	776	581	558
"ENSMUSG00000005417.17"	42044	20855	52399	61479	44234	51784
"ENSMUSG00000005442.13"	24110	11423	29592	35012	25216	31754
"ENSMUSG00000005447.12"	954	513	1319	1568	1120	1051
"ENSMUSG00000005465.9"	32	15	53	32	33	43
"ENSMUSG00000005469.10"	28938	12697	32528	38990	28535	30484
"ENSMUSG00000005470.8"	67	35	102	87	99	83
"ENSMUSG00000005474.9"	0	0	0	0	0	0
"ENSMUSG00000005481.18"	1448	777	1823	2413	1671	1827
"ENSMUSG00000005483.10"	6998	3380	8215	11413	8159	8979
"ENSMUSG00000005493.15"	16	17	8	40	15	21
"ENSMUSG00000005501.14"	1234	690	1537	1987	1415	1718
"ENSMUSG00000005503.8"	0	0	0	0	0	0
"ENSMUSG00000005505.12"	2115	965	2308	2973	2028	2096
"ENSMUSG00000005506.16"	14329	6424	15860	20244	13753	17526
"ENSMUSG00000005510.9"	6072	2842	7612	8962	6507	6223
"ENSMUSG00000005514.14"	10342	5211	12062	14637	10651	11110
"ENSMUSG00000005533.10"	7184	3452	8859	10814	8172	9068
"ENSMUSG00000005534.10"	6612	2797	8403	9542	6726	8180
"ENSMUSG00000005540.10"	50	44	81	84	50	46
"ENSMUSG00000005547.14"	32	20	21	25	29	50
"ENSMUSG00000005553.14"	114	54	129	136	161	161
"ENSMUSG00000005566.14"	15566	7448	19142	22408	16663	18588
"ENSMUSG00000005575.16"	21935	10294	25835	29951	22983	23138
"ENSMUSG00000005580.11"	7752	3250	9083	10209	6624	9202
"ENSMUSG00000005583.16"	99549	35467	108473	134041	94115	118699
"ENSMUSG00000005609.16"	7787	3447	7992	9972	6894	8049
"ENSMUSG00000005610.17"	95049	44605	105926	132073	96862	101273
